UID,주거 형태,연간 소득,현재 직장 근속 연수,체납 세금 압류 횟수,개설된 신용계좌 수,신용 거래 연수,최대 신용한도,신용 문제 발생 횟수,마지막 연체 이후 경과 개월 수,개인 파산 횟수,대출 목적,대출 상환 기간,현재 대출 잔액,현재 미상환 신용액,월 상환 부채액,신용 점수,채무 불이행 여부
TRAIN_06036,월세,2669268,8년,0,10,17.1,210934.5,6,70,3,부채 통합,단기 상환,308562,266793,22146,665,1
TRAIN_06037,자가,1943800.5,10년 이상,0,8,11.8,143584.5,0,13,0,기타,장기 상환,976134,141786,16177.5,685,1
TRAIN_06038,자가,7588252.5,2년,0,6,15.5,2986681.5,0,36,0,부채 통합,장기 상환,261874.5,353538,18168,747,0
TRAIN_06039,자가,1079170.5,3년,0,18,13.6,1128034.5,0,8,0,부채 통합,장기 상환,397884,362010,32079,782,1
TRAIN_06040,월세,1944664.5,8년,5,10,17.3,128976,5,23,3,부채 통합,단기 상환,692760,229852.5,6445.5,764,0
TRAIN_06041,월세,558744,10년 이상,0,13,16.7,526993.5,0,25,0,부채 통합,단기 상환,176475,347059.5,22462.5,736,1
TRAIN_06042,주택 담보 대출 (거주 중),3289197,3년,0,15,22.2,5138904,0,12,0,부채 통합,장기 상환,865179,1213272,46774.5,673,1
TRAIN_06043,주택 담보 대출 (거주 중),2606880,10년 이상,0,14,36.4,5139978,0,12,0,주택 개보수,단기 상환,1260609,226012.5,25125,756,0
TRAIN_06044,주택 담보 대출 (거주 중),2030409,9년,0,19,18.5,1630240.5,0,9,0,부채 통합,장기 상환,715300.5,167415,38860.5,736,1
TRAIN_06045,월세,1454026.5,6년,0,24,15.4,1275949.5,0,31,0,부채 통합,단기 상환,493672.5,546171,56563.5,800,1
TRAIN_06046,주택 담보 대출 (거주 중),3503466,2년,0,15,16.1,1238686.5,1,38,0,부채 통합,장기 상환,720499.5,414366,36642,716,0
TRAIN_06047,월세,1440435,1년,0,14,18.5,1067799,0,24,3,부채 통합,단기 상환,489622.5,287845.5,28906.5,802,1
TRAIN_06048,주택 담보 대출 (거주 중),2657557.5,1년,0,9,14.8,793146,0,7,0,부채 통합,장기 상환,754441.5,150690,36484.5,689,1
TRAIN_06049,자가,1302454.5,4년,0,18,15.7,430918.5,2,36,3,부채 통합,단기 상환,228121.5,202791,22449,736,0
TRAIN_06050,주택 담보 대출 (거주 중),6773025,10년 이상,0,14,26.1,4622575.5,0,66,0,부채 통합,단기 상환,687087,483877.5,50301,800,0
TRAIN_06051,주택 담보 대출 (거주 중),9531382.5,10년 이상,0,8,23.9,986931,1,28,0,부채 통합,장기 상환,513996,361641,19002,778,0
TRAIN_06052,자가,4516492.5,6년,1,21,16.2,1830850.5,0,21,0,부채 통합,단기 상환,542851.5,1090353,31062,805,1
TRAIN_06053,주택 담보 대출 (거주 중),2244591,1년 미만,0,16,31.5,545944.5,0,19,0,부채 통합,단기 상환,475105.5,123832.5,79042.5,691,1
TRAIN_06054,주택 담보 대출 (거주 중),1174837.5,2년,0,7,23.5,736009.5,0,31,0,사업 대출,단기 상환,316494,72937.5,8491.5,802,0
TRAIN_06055,주택 담보 대출 (거주 중),2293563,2년,1,16,15.7,828309,2,47,0,주택 개보수,단기 상환,278628,141952.5,29692.5,805,0
TRAIN_06056,자가,797944.5,2년,0,4,16.1,0,0,26,0,주택 개보수,장기 상환,537993,0,0,693,0
TRAIN_06057,자가,4241529,5년,1,15,19.5,1412284.5,2,30,0,기타,단기 상환,451474.5,556920,38370,807,1
TRAIN_06058,자가,1616674.5,2년,0,9,18.2,183411,1,67,0,부채 통합,단기 상환,248973,89131.5,6196.5,787,0
TRAIN_06059,자가,2065225.5,4년,0,15,31.3,720201,6,40,3,의료비,단기 상환,815932.5,174076.5,17370,675,1
TRAIN_06060,주택 담보 대출 (거주 중),1314069,7년,0,19,15.2,1180923,1,49,0,부채 통합,장기 상환,559053,359431.5,25398,565,0
TRAIN_06061,주택 담보 대출 (거주 중),2530339.5,10년 이상,0,15,31.9,315469.5,6,69,3,사업 대출,단기 상환,324690,148375.5,4840.5,795,0
TRAIN_06062,주택 담보 대출 (거주 중),1645857,10년 이상,0,5,15.1,334650,0,10,0,부채 통합,단기 상환,417127.5,194847,13881,802,0
TRAIN_06063,자가,911646,2년,0,10,12.1,256581,0,34,0,부채 통합,단기 상환,245299.5,242160,7488,587,0
TRAIN_06064,월세,2014464,9년,0,16,13.8,1110153,0,5,0,부채 통합,장기 상환,714516,582970.5,23745,727,1
TRAIN_06065,월세,2093250,5년,4,11,44.3,1140937.5,6,44,2,의료비,장기 상환,1332145.5,230208,31710,669,0
TRAIN_06066,주택 담보 대출 (거주 중),2067735,10년 이상,0,10,14.3,577528.5,0,9,0,부채 통합,단기 상환,132501,95626.5,13560,807,0
TRAIN_06067,주택 담보 대출 (거주 중),1552125,5년,0,9,25.4,487624.5,0,37,0,부채 통합,단기 상환,878655,207873,9157.5,682,0
TRAIN_06068,주택 담보 대출 (비거주 중),7359651,10년 이상,1,12,29.2,918588,1,38,0,부채 통합,장기 상환,1191063,204423,11964,700,0
TRAIN_06069,월세,835677,7년,0,8,16.9,857409,0,9,0,부채 통합,단기 상환,532669.5,133425,8674.5,762,0
TRAIN_06070,월세,1218876,4년,0,12,15.9,424123.5,2,20,0,사업 대출,단기 상환,391662,211234.5,14104.5,798,1
TRAIN_06071,주택 담보 대출 (거주 중),2305795.5,3년,0,9,18.2,964462.5,0,20,0,부채 통합,장기 상환,1240074,494728.5,29628,718,0
TRAIN_06072,주택 담보 대출 (거주 중),1282168.5,6년,0,8,15.4,1323150,1,11,0,부채 통합,단기 상환,309475.5,324897,31450.5,773,1
TRAIN_06073,월세,2444352,5년,0,8,16.7,534318,1,79,1,주택 개보수,단기 상환,379825.5,518644.5,9064.5,776,0
TRAIN_06074,월세,1507905,10년 이상,0,13,15.2,13665,0,22,0,부채 통합,단기 상환,552033,67692,16321.5,760,0
TRAIN_06075,주택 담보 대출 (거주 중),985071,10년 이상,0,8,19.1,11535,0,14,0,기타,단기 상환,138843,82800,22341,760,0
TRAIN_06076,주택 담보 대출 (거주 중),1447218,5년,0,12,11.5,535930.5,0,10,0,부채 통합,장기 상환,712519.5,112896,24709.5,722,1
TRAIN_06077,자가,1462683,2년,0,11,16.9,130723.5,0,28,0,여행 자금,단기 상환,154606.5,130938,4938,735,0
TRAIN_06078,자가,1029900,1년 미만,0,11,19.8,406608,0,50,0,부채 통합,단기 상환,406801.5,272700,14364,795,0
TRAIN_06079,주택 담보 대출 (거주 중),2709024,10년 이상,0,9,37.8,1232293.5,0,21,0,부채 통합,장기 상환,583590,1039566,28947,709,0
TRAIN_06080,주택 담보 대출 (거주 중),2166751.5,10년 이상,0,7,35.5,799524,0,11,0,부채 통합,장기 상환,592501.5,164611.5,18165,664,1
TRAIN_06081,주택 담보 대출 (거주 중),2964300,3년,1,11,24.5,650023.5,2,35,0,기타,단기 상환,523987.5,144814.5,35718,776,0
TRAIN_06082,월세,5157594,10년 이상,0,9,12.9,1698196.5,0,24,0,부채 통합,단기 상환,534832.5,515236.5,36562.5,718,0
TRAIN_06083,자가,943164,10년 이상,0,7,11.5,84408,0,44,0,부채 통합,단기 상환,217836,104338.5,14800.5,791,1
TRAIN_06084,주택 담보 대출 (거주 중),1051726.5,1년,0,14,27.3,336522,0,40,1,부채 통합,단기 상환,510535.5,83892,17383.5,709,0
TRAIN_06085,주택 담보 대출 (거주 중),4752051,10년 이상,1,9,19.5,885081,5,68,0,의료비,단기 상환,379693.5,298605,49860,780,0
TRAIN_06086,월세,2682049.5,1년,0,22,25.9,317856,5,68,3,부채 통합,단기 상환,302433,211755,10270.5,795,0
TRAIN_06087,자가,1128903,10년 이상,0,9,14.2,129027,0,56,0,기타,단기 상환,29176.5,159922.5,18186,685,0
TRAIN_06088,자가,580252.5,5년,0,8,30.5,17656.5,0,35,0,기타,단기 상환,111154.5,16890,4359,787,0
TRAIN_06089,월세,1749636,2년,0,11,13.4,2604930,0,31,0,부채 통합,단기 상환,60450,157884,2526,805,0
TRAIN_06090,주택 담보 대출 (거주 중),1052565,2년,0,9,11,138534,0,3,0,부채 통합,단기 상환,166177.5,102487.5,15382.5,744,0
TRAIN_06091,월세,1615170,6년,0,8,23.2,1136986.5,0,14,0,부채 통합,단기 상환,430927.5,537513,10767,773,0
TRAIN_06092,주택 담보 대출 (거주 중),2021494.5,4년,0,15,15.8,1010034,0,22,3,부채 통합,단기 상환,501093,280735.5,32145,745,0
TRAIN_06093,월세,8074444.5,6년,0,8,15.4,1295145,0,33,0,부채 통합,장기 상환,617899.5,542457,27625.5,776,0
TRAIN_06094,월세,1521619.5,1년,0,15,12.7,1371454.5,1,21,0,부채 통합,단기 상환,476752.5,432706.5,12121.5,785,1
TRAIN_06095,월세,975976.5,1년,0,10,8.8,417390,0,11,0,부채 통합,단기 상환,112138.5,165010.5,11979,747,0
TRAIN_06096,자가,4527966,1년,0,15,38.5,1785243,0,1,1,부채 통합,단기 상환,523237.5,982966.5,45636,805,0
TRAIN_06097,월세,4116760.5,9년,0,13,14.2,1180947,0,15,0,부채 통합,단기 상환,498114,411889.5,36921,785,1
TRAIN_06098,주택 담보 대출 (거주 중),2395240.5,10년 이상,0,18,21.3,2674975.5,0,20,0,주택 개보수,장기 상환,412282.5,172518,48255,664,0
TRAIN_06099,주택 담보 대출 (거주 중),1358079,10년 이상,0,9,18.2,579213,0,27,0,부채 통합,단기 상환,464227.5,492643.5,15264,753,1
TRAIN_06100,월세,1903981.5,10년 이상,0,13,12.1,0,1,75,0,부채 통합,장기 상환,192823.5,61891.5,16035,778,1
TRAIN_06101,주택 담보 대출 (거주 중),1442886,5년,0,12,25.8,857770.5,0,16,0,기타,단기 상환,279771,181342.5,11535,776,0
TRAIN_06102,주택 담보 대출 (거주 중),2038531.5,10년 이상,0,12,28.3,1191615,0,4,0,부채 통합,장기 상환,522613.5,311857.5,32001,749,1
TRAIN_06103,자가,3261958.5,10년 이상,0,10,35.9,321672,0,69,0,기타,단기 상환,127734,105037.5,17235,793,0
TRAIN_06104,주택 담보 대출 (거주 중),2135490,4년,1,15,14.2,1276668,1,30,1,주택 개보수,단기 상환,987997.5,227793,37074,760,1
TRAIN_06105,월세,1297935,8년,0,16,14.3,151770,1,41,3,부채 통합,단기 상환,135085.5,142542,6729,745,0
TRAIN_06106,월세,1421784,3년,0,11,29,816988.5,0,11,0,부채 통합,단기 상환,209878.5,261912,12279,756,0
TRAIN_06107,월세,1706347.5,3년,0,7,12.4,136267.5,0,18,0,기타,단기 상환,205987.5,131023.5,10974,738,0
TRAIN_06108,월세,1326850.5,10년 이상,0,19,14.8,34209,0,42,0,사업 대출,단기 상환,174595.5,111793.5,8533.5,784,0
TRAIN_06109,월세,1808085,1년,0,7,13.2,570376.5,0,25,0,부채 통합,단기 상환,221445,400131,6202.5,795,1
TRAIN_06110,월세,1828747.5,2년,0,7,9.9,497692.5,0,32,0,부채 통합,장기 상환,363283.5,181576.5,26712,760,0
TRAIN_06111,월세,1748119.5,1년,0,8,20.6,114237,0,65,0,기타,단기 상환,205483.5,0,9852,664,0
TRAIN_06112,월세,1585492.5,10년 이상,0,12,13.2,424791,0,31,0,사업 대출,장기 상환,364699.5,590388,22365,740,0
TRAIN_06113,주택 담보 대출 (거주 중),1815802.5,6년,0,14,19.3,11221036.5,0,58,0,부채 통합,장기 상환,469224,163290,13669.5,671,0
TRAIN_06114,자가,1129293,10년 이상,0,5,12,337996.5,0,54,0,부채 통합,단기 상환,148554,122209.5,10647,765,0
TRAIN_06115,주택 담보 대출 (거주 중),4216665,10년 이상,1,11,28.3,1070571,1,39,0,부채 통합,단기 상환,1145667,114624,29085,807,0
TRAIN_06116,월세,2016367.5,4년,0,16,20,890271,0,11,1,부채 통합,장기 상환,285544.5,409776,11430,716,0
TRAIN_06117,주택 담보 대출 (거주 중),1249174.5,1년 미만,0,11,27.5,211110,0,61,0,주택 개보수,단기 상환,383575.5,245614.5,17433,805,0
TRAIN_06118,주택 담보 대출 (거주 중),1522246.5,10년 이상,0,23,31.4,1255324.5,1,57,1,부채 통합,단기 상환,417090,385254,9091.5,802,0
TRAIN_06119,주택 담보 대출 (거주 중),1751224.5,4년,0,15,18.7,232915.5,2,28,3,부채 통합,단기 상환,458724,470274,10221,795,0
TRAIN_06120,월세,2214364.5,10년 이상,0,8,20.4,748023,0,68,0,부채 통합,단기 상환,235324.5,198283.5,14628,800,0
TRAIN_06121,자가,2721889.5,1년,0,13,15.2,896004,0,5,0,부채 통합,장기 상환,236883,202788,18253.5,769,0
TRAIN_06122,주택 담보 대출 (거주 중),3531529.5,7년,0,18,15.6,1196295,0,27,0,부채 통합,장기 상환,788083.5,593599.5,29460,738,1
TRAIN_06123,주택 담보 대출 (거주 중),1601278.5,3년,1,6,10.9,481437,0,38,0,소규모 사업 자금,장기 상환,226687.5,100206,6942,758,0
TRAIN_06124,주택 담보 대출 (거주 중),1577557.5,10년 이상,0,14,46.9,784000.5,1,16,1,부채 통합,단기 상환,472591.5,443052,40542,722,0
TRAIN_06125,자가,2394813,8년,0,11,18.6,0,2,25,3,부채 통합,장기 상환,478953,84687,4918.5,673,1
TRAIN_06126,월세,1853104.5,10년 이상,0,8,31.9,1974627,0,7,0,부채 통합,단기 상환,459024,1070074.5,32766,616,0
TRAIN_06127,자가,2523700.5,10년 이상,0,14,33.2,852634.5,1,33,0,기타,단기 상환,947377.5,252387,28044,816,0
TRAIN_06128,월세,963757.5,9년,0,7,13,550633.5,0,43,0,부채 통합,단기 상환,397459.5,472288.5,31317,753,1
TRAIN_06129,주택 담보 대출 (거주 중),1888587,10년 이상,1,12,14.7,438634.5,1,15,0,부채 통합,단기 상환,349956,166800,10881,716,1
TRAIN_06130,주택 담보 대출 (거주 중),1656654,10년 이상,0,4,16.9,1847737.5,0,12,0,기타,단기 상환,1203901.5,1077930,37885.5,707,0
TRAIN_06131,월세,1968448.5,10년 이상,0,6,15.4,386709,0,34,0,부채 통합,단기 상환,325417.5,234979.5,16153.5,771,0
TRAIN_06132,자가,1902915,4년,0,18,13.4,934849.5,0,20,0,부채 통합,장기 상환,637576.5,384912,34960.5,687,1
TRAIN_06133,월세,1485423,10년 이상,0,9,16.8,0,1,35,1,부채 통합,단기 상환,565893,181212,38203.5,760,1
TRAIN_06134,자가,1196763,10년 이상,0,15,17.5,489016.5,2,43,0,기타,장기 상환,1062427.5,378432,29313,702,1
TRAIN_06135,월세,2019867,2년,1,10,12.1,633918,1,12,1,부채 통합,장기 상환,1291906.5,107530.5,38530.5,795,1
TRAIN_06136,월세,1232982,2년,0,13,13.6,304702.5,0,17,0,부채 통합,단기 상환,283833,87658.5,13971,709,0
TRAIN_06137,자가,1541380.5,10년 이상,0,20,12.8,578188.5,0,56,0,부채 통합,단기 상환,120415.5,410173.5,15526.5,767,0
TRAIN_06138,월세,1162701,10년 이상,0,10,17.2,262177.5,1,70,0,부채 통합,단기 상환,192916.5,82542,7095,795,0
TRAIN_06139,월세,1159255.5,1년,0,10,7.7,156816,0,77,0,부채 통합,단기 상환,197409,184527,14578.5,749,1
TRAIN_06140,자가,1806802.5,10년 이상,0,14,15.2,346168.5,1,29,1,부채 통합,단기 상환,334341,376755,27360,776,0
TRAIN_06141,주택 담보 대출 (거주 중),1928587.5,10년 이상,0,13,22.8,3848148,0,27,0,부채 통합,단기 상환,210127.5,394731,30723,793,0
TRAIN_06142,자가,2284713,4년,0,15,15.3,808473,2,38,3,부채 통합,장기 상환,523089,283794,7056,718,1
TRAIN_06143,월세,1914555,3년,0,21,15.2,1089099,0,7,0,주택 개보수,장기 상환,366562.5,401466,97476,725,1
TRAIN_06144,주택 담보 대출 (거주 중),1815408,10년 이상,0,18,15.1,32116.5,1,34,1,부채 통합,단기 상환,384246,224595,10834.5,796,0
TRAIN_06145,주택 담보 대출 (거주 중),2614293,5년,0,17,27,1240821,0,17,0,부채 통합,장기 상환,768534,257116.5,26554.5,569,0
TRAIN_06146,자가,862407,10년 이상,0,13,16.1,686587.5,0,12,0,부채 통합,장기 상환,513085.5,246037.5,13146,795,1
TRAIN_06147,월세,1201789.5,10년 이상,0,8,19.5,183052.5,0,6,0,기타,단기 상환,316942.5,161799,5253,791,0
TRAIN_06148,자가,1931631,10년 이상,0,18,13.7,3319206,0,38,0,부채 통합,단기 상환,276454.5,503122.5,26175,798,0
TRAIN_06149,자가,849984,9년,0,13,26.4,1092931.5,0,30,0,부채 통합,단기 상환,394477.5,137232,3136.5,758,0
TRAIN_06150,주택 담보 대출 (거주 중),1492575,10년 이상,0,8,10.8,956475,0,20,0,부채 통합,장기 상환,664414.5,174619.5,29199,662,1
TRAIN_06151,주택 담보 대출 (거주 중),1535287.5,4년,0,14,14.3,2176297.5,0,6,0,기타,단기 상환,440559,1080601.5,32035.5,765,0
TRAIN_06152,월세,4218313.5,8년,5,13,36.4,951343.5,5,17,3,부채 통합,단기 상환,793408.5,396249,46806,802,1
TRAIN_06153,주택 담보 대출 (거주 중),1831563,1년 미만,0,10,10.5,981799.5,0,16,0,부채 통합,장기 상환,393019.5,316875,17575.5,684,0
TRAIN_06154,주택 담보 대출 (거주 중),1873029,8년,0,14,37.5,4738311,0,12,1,부채 통합,단기 상환,410860.5,344979,39577.5,793,0
TRAIN_06155,주택 담보 대출 (거주 중),898639.5,10년 이상,1,8,19,0,2,32,0,사업 대출,단기 상환,151870.5,0,4113,798,0
TRAIN_06156,월세,1422810,10년 이상,0,15,15.8,1043095.5,0,32,0,부채 통합,단기 상환,180228,123060,19254,760,0
TRAIN_06157,자가,1268133,6년,0,10,15,1210396.5,0,33,0,부채 통합,단기 상환,663226.5,425758.5,23949,751,1
TRAIN_06158,월세,2235798,3년,0,16,18.1,909079.5,0,69,0,부채 통합,단기 상환,433711.5,158490,42357,678,0
TRAIN_06159,월세,2651835,7년,0,14,33.4,1385134.5,0,30,0,부채 통합,장기 상환,665823,365604,34080,764,0
TRAIN_06160,월세,1501987.5,2년,0,8,27.5,598491,0,72,0,부채 통합,단기 상환,520891.5,67806,234,784,0
TRAIN_06161,자가,1004076,5년,0,6,8.5,153844.5,0,17,0,부채 통합,장기 상환,626694,208417.5,5757,655,0
TRAIN_06162,주택 담보 대출 (거주 중),1445266.5,7년,0,13,26.7,853911,1,29,1,부채 통합,단기 상환,398898,377577,27204,815,0
TRAIN_06163,주택 담보 대출 (거주 중),6996612,5년,0,13,36.1,5333589,0,15,0,주택 개보수,장기 상환,1266889.5,342345,31263,624,0
TRAIN_06164,월세,1192975.5,9년,0,11,16,755724,0,55,0,부채 통합,단기 상환,492552,154350,11334,733,1
TRAIN_06165,주택 담보 대출 (거주 중),6207871.5,7년,0,17,15.5,5362036.5,0,34,0,주택 개보수,장기 상환,1325784,461058,33532.5,576,0
TRAIN_06166,자가,2065797,10년 이상,1,10,13.5,786654,1,42,1,부채 통합,장기 상환,634975.5,392710.5,28849.5,785,1
TRAIN_06167,주택 담보 대출 (거주 중),1389081,5년,1,12,20.4,296931,1,44,0,주택 개보수,장기 상환,426180,114769.5,17385,696,0
TRAIN_06168,월세,1353366,2년,0,12,15.2,315397.5,0,38,0,부채 통합,단기 상환,180465,933501,15145.5,784,0
TRAIN_06169,월세,2216893.5,10년 이상,0,11,17.2,298776,1,31,1,주택 개보수,단기 상환,440482.5,324247.5,10096.5,771,0
TRAIN_06170,월세,1899052.5,10년 이상,0,11,13.9,1125454.5,0,66,0,부채 통합,단기 상환,492930,535063.5,26511,795,0
TRAIN_06171,월세,1004338.5,1년,0,9,16.1,731491.5,0,25,0,부채 통합,단기 상환,540102,380496,14782.5,735,1
TRAIN_06172,월세,1238274,1년 미만,0,14,12.1,378946.5,0,3,0,부채 통합,단기 상환,114306,164863.5,14994,793,0
TRAIN_06173,주택 담보 대출 (거주 중),3031638,7년,0,7,16,2291062.5,0,12,0,의료비,장기 상환,1188931.5,361723.5,23761.5,764,0
TRAIN_06174,자가,1763785.5,3년,0,10,18,1119709.5,0,5,0,부채 통합,장기 상환,678148.5,609889.5,17433,729,1
TRAIN_06175,주택 담보 대출 (거주 중),2447983.5,9년,1,11,25.3,862789.5,1,12,1,부채 통합,단기 상환,549127.5,218928,24163.5,735,1
TRAIN_06176,월세,1325850,1년,0,11,14.6,159415.5,0,27,0,부채 통합,단기 상환,377757,128895,21768,796,0
TRAIN_06177,자가,1507926,10년 이상,0,13,18.3,805440,0,41,0,기타,단기 상환,396277.5,172651.5,8281.5,549,0
TRAIN_06178,주택 담보 대출 (거주 중),1154577,10년 이상,0,11,11.4,770985,0,67,0,부채 통합,단기 상환,247887,68997,17592,778,0
TRAIN_06179,월세,1145238,9년,0,20,11.8,518134.5,0,5,0,부채 통합,장기 상환,540727.5,338127,25741.5,573,1
TRAIN_06180,주택 담보 대출 (거주 중),1846854,2년,1,12,25,471021,0,42,0,부채 통합,단기 상환,248476.5,166600.5,15343.5,802,0
TRAIN_06181,주택 담보 대출 (거주 중),2678415,10년 이상,0,13,19.7,1027552.5,0,5,0,부채 통합,장기 상환,1100958,262072.5,21006,675,0
TRAIN_06182,주택 담보 대출 (거주 중),2675439,10년 이상,0,12,17.3,169630.5,1,32,1,부채 통합,단기 상환,1108770,114054,41415,805,0
TRAIN_06183,월세,1328158.5,10년 이상,0,5,13.4,261052.5,0,9,0,부채 통합,장기 상환,550954.5,201217.5,3583.5,700,0
TRAIN_06184,월세,1025095.5,2년,0,5,16.5,657291,0,24,0,부채 통합,단기 상환,413784,128773.5,11500.5,698,0
TRAIN_06185,월세,1848478.5,1년,0,10,11.8,882403.5,0,33,0,부채 통합,장기 상환,217365,157356,6688.5,760,1
TRAIN_06186,주택 담보 대출 (거주 중),928482,3년,0,18,20.6,485898,0,6,0,부채 통합,장기 상환,575676,223117.5,27487.5,765,1
TRAIN_06187,자가,1974964.5,2년,4,4,23.4,494746.5,5,35,0,고액 구매,단기 상환,454693.5,70488,17169,665,1
TRAIN_06188,자가,929191.5,7년,0,9,14.7,213529.5,0,55,1,부채 통합,장기 상환,582399,149386.5,14328,680,1
TRAIN_06189,주택 담보 대출 (거주 중),2480323.5,7년,0,12,13.3,4592607,0,0,0,주택 개보수,장기 상환,1143387,1447903.5,28309.5,611,0
TRAIN_06190,주택 담보 대출 (거주 중),1675303.5,10년 이상,1,21,24.6,1162758,1,36,0,부채 통합,단기 상환,543135,106405.5,35802,800,0
TRAIN_06191,월세,5763168,10년 이상,0,22,14.1,677710.5,0,50,0,부채 통합,단기 상환,397203,414100.5,17904,753,0
TRAIN_06192,월세,1997439,9년,0,12,19.2,1150870.5,1,66,0,부채 통합,단기 상환,555669,165957,46225.5,793,1
TRAIN_06193,주택 담보 대출 (거주 중),1620324,5년,1,8,32.1,465178.5,2,55,0,고액 구매,단기 상환,507850.5,385246.5,25908,769,0
TRAIN_06194,주택 담보 대출 (거주 중),2591197.5,3년,0,13,21.6,1785817.5,0,36,0,부채 통합,장기 상환,684280.5,249739.5,32812.5,675,0
TRAIN_06195,주택 담보 대출 (거주 중),1567261.5,10년 이상,0,13,17.9,832387.5,1,38,1,부채 통합,단기 상환,160011,240205.5,9565.5,771,0
TRAIN_06196,자가,1211491.5,3년,0,25,10.9,835656,0,11,0,부채 통합,단기 상환,673210.5,431745,28731,720,1
TRAIN_06197,주택 담보 대출 (거주 중),1753975.5,7년,0,16,23.3,1098840,0,13,0,부채 통합,단기 상환,506881.5,976770,23811,718,1
TRAIN_06198,주택 담보 대출 (거주 중),537394.5,9년,0,8,12.9,176161.5,0,28,0,사업 대출,장기 상환,230728.5,71980.5,4321.5,604,1
TRAIN_06199,주택 담보 대출 (거주 중),7583184,5년,0,19,30.4,1391113.5,0,25,0,주택 개보수,장기 상환,1152549,2400057,35091,525,0
TRAIN_06200,월세,2358079.5,4년,0,16,23.5,1302186,2,52,3,부채 통합,단기 상환,501556.5,623997,43284,764,1
TRAIN_06201,월세,1320907.5,10년 이상,0,14,15,1018294.5,0,68,0,부채 통합,단기 상환,258880.5,364824,36567,795,0
TRAIN_06202,자가,1488357,1년,0,12,10.2,341967,0,60,0,사업 대출,단기 상환,136668,139326,17554.5,787,0
TRAIN_06203,월세,2864304,10년 이상,0,11,13.4,263400,1,38,1,의료비,단기 상환,487072.5,326379,39277.5,791,0
TRAIN_06204,주택 담보 대출 (거주 중),882910.5,6년,0,13,18,584599.5,0,18,0,기타,장기 상환,367536,156765,14782.5,709,1
TRAIN_06205,월세,1433478,7년,0,3,15.8,635281.5,0,26,0,기타,단기 상환,425388,234244.5,38095.5,755,0
TRAIN_06206,월세,1919094,10년 이상,0,14,17.4,587382,0,26,0,부채 통합,단기 상환,234439.5,405664.5,20641.5,802,0
TRAIN_06207,월세,1585867.5,2년,0,9,13.5,1056588,0,27,0,부채 통합,단기 상환,486922.5,3195081,8595,760,0
TRAIN_06208,월세,3249195,10년 이상,0,21,9.9,1162462.5,0,22,0,부채 통합,단기 상환,516442.5,627978,33988.5,796,1
TRAIN_06209,주택 담보 대출 (거주 중),926104.5,10년 이상,0,16,15.5,366514.5,0,40,0,부채 통합,단기 상환,279534,217324.5,9181.5,760,0
TRAIN_06210,주택 담보 대출 (거주 중),2100030,5년,0,10,18.1,705669,0,30,0,사업 대출,장기 상환,718398,154501.5,15058.5,684,0
TRAIN_06211,자가,1217088,10년 이상,0,21,14.3,1668652.5,0,61,0,부채 통합,장기 상환,541071,470506.5,22987.5,665,1
TRAIN_06212,월세,1114345.5,8년,0,14,22.6,0,1,68,3,부채 통합,단기 상환,238351.5,78597,9672,800,0
TRAIN_06213,월세,1538961,10년 이상,0,8,17.1,858637.5,0,18,0,부채 통합,단기 상환,348168,513813,16836,798,1
TRAIN_06214,자가,1244727,10년 이상,0,12,30.7,694921.5,0,6,0,기타,단기 상환,508617,213819,27720,693,1
TRAIN_06215,주택 담보 대출 (거주 중),2171787,10년 이상,0,20,13.3,360906,1,17,0,부채 통합,장기 상환,453474,165706.5,21517.5,642,1
TRAIN_06216,월세,1031868,5년,1,12,14.6,1149937.5,1,35,0,부채 통합,장기 상환,347215.5,85437,13984.5,760,1
TRAIN_06217,주택 담보 대출 (거주 중),1362924,10년 이상,0,13,31.1,416410.5,0,25,0,부채 통합,단기 상환,520042.5,121246.5,13821,680,1
TRAIN_06218,월세,3223636.5,8년,0,12,22.6,646086,2,32,3,부채 통합,단기 상환,519366,209919,12685.5,647,0
TRAIN_06219,월세,1422804,1년,0,11,32.3,281346,2,31,0,부채 통합,장기 상환,397056,228775.5,7686,751,1
TRAIN_06220,자가,1953561,7년,0,12,15.8,3318285,0,29,0,부채 통합,장기 상환,520959,238425,35472,720,1
TRAIN_06221,월세,1495066.5,8년,0,11,27.5,372850.5,1,69,1,부채 통합,단기 상환,126111,167038.5,9789,809,1
TRAIN_06222,월세,1543489.5,10년 이상,0,11,20.6,561801,4,22,0,부채 통합,단기 상환,360348,53502,20709,787,1
TRAIN_06223,주택 담보 대출 (비거주 중),2640952.5,10년 이상,0,6,32.6,299596.5,0,15,0,여행 자금,장기 상환,402181.5,244437,10579.5,758,0
TRAIN_06224,자가,6469093.5,2년,0,20,20.6,5489622,0,32,0,부채 통합,단기 상환,458457,454197,49983,784,1
TRAIN_06225,월세,2230366.5,10년 이상,0,6,15.4,765211.5,1,41,1,부채 통합,단기 상환,173982,262278,15084,796,0
TRAIN_06226,주택 담보 대출 (거주 중),1093401,3년,0,10,12.8,39510,0,7,0,부채 통합,장기 상환,306261,161574,14092.5,656,0
TRAIN_06227,주택 담보 대출 (거주 중),1027158,4년,0,17,15.1,990634.5,0,34,0,부채 통합,장기 상환,564600,571674,20613,791,1
TRAIN_06228,월세,1017813,2년,0,15,11.1,1038442.5,1,0,1,부채 통합,단기 상환,398262,537606,9460.5,793,0
